id	misogynous	text	misogyny_category	target	cleaned_text
1773	1	Especially old women who can't shut their pie hole.	dominance	passive	especially old women who cannot shut their pie hole .
1774	1	<MENTION_1> And women pussy hole ?	discredit	passive	<mention > and women pussy hole ?
1775	1	THIS WOMEN CAN DO ONLY ONE THINK, BACK INTO HER RAT🐀 HOLE NEVER TO COME OUT AGAIN🐀IF SHE SHOW UP ON SURFACE AM CALL… <URL>	dominance	active	this women can do only one think , back into her rat hole never to come out againif she show up on surface am call <url>
1776	1	What is this women covering up on her head with all these carnival dollar store hats she wears? Is there a big hole… <URL>	discredit	active	what is this women covering up on her head with all these carnival dollar store hats she wears ? is there a big hole <url>
1777	1	<MENTION_1> <MENTION_2> <MENTION_3> the stupidity of liberal women is relentless! Please stay in your perverted hole LA	discredit	passive	<mention > <mention > <mention > the stupidity of liberal women is relentless ! please stay in your perverted hole la
1778	1	Harvey: Ugh! Just disgusting. Pedro: Disgusting are the illuminati women because they were fucked up in every hole.	discredit	passive	harvey : ugh ! just disgusting . pedro : disgusting are the illuminati women because they were fucked up in every hole .
1779	1	<MENTION_1> U DAM STUPID ASS HOLE THEY DON'T KILL ANIMALS IT FOR WOMEN WITH BREAST CANCER U DAM BITCH!!!!	discredit	active	<mention > u dam stupid ass hole they do not kill animals it for women with breast cancer u dam bitch !
1780	1	<MENTION_1> <MENTION_2> <MENTION_3> Hmmm....do women like to be stuffed in every hole and paid ... ?😕	stereotype	passive	<mention > <mention > <mention > hm.do women like to be stuffed in every hole and paid . ?
1781	1	There are good men out there women stop accepting ass holes that appear to be right.It is a excuse to turn lesbian cuz of a no good man.	stereotype	active	there are good men out there women stop accepting ass holes that appear to be right.it is a excuse to turn lesbian cuz of a no good man .
1782	1	Loool I tried using my card abroad n the cunt hoe sket worker was like 'ur card declined maybe u dnt have enough' I… <URL>	discredit	active	lol i tried using my card abroad n the cunt hoe sket worker was like   ur card declined maybe u dnt have enough   i <url>
1783	1	Well when you and a hoe are not on the same level and her cunt is skinned open	dominance	active	well when you and a hoe are not on the same level and her cunt is skinned open
1784	1	<MENTION_1> You’re just a dumb little cunt who had an abortion to go be a hoe, and you eat your tampons tryna be “fe… <URL>	discredit	active	<mention > you are just a dumb little cunt who had an abortion to go be a hoe , and you eat your tampons tryna be fe <url>
1785	1	SO you hoes and that cunt can have it..	discredit	passive	so you hoes and that cunt can have it ..
1786	1	What would you do if a girl kicked you in the balls... — Imma cunt punt tf outta hoe 'for no reason' <URL>	discredit	active	what would you do if a girl kicked you in the balls . imma cunt punt tf outta hoe   for no reason   <url>
1787	1	DUMB CUNT OMM, JUST KNOW IM COMIN FOR YOU HOE	sexual_harassment	active	dumb cunt omm , just know im comin for you hoe
1788	1	<MENTION_1> Fuck you cunt hoe no you won’t ily😘	discredit	active	<mention > fuck you cunt hoe no you wont ily
1789	1	What a glorious cunt you have. Too bad youre a basic bitch. Always were always will be. Stay mad. Hoe. #Imtalkingaboutadude 😂😂😂	discredit	active	what a glorious cunt you have . too bad you are a basic bitch . always were always will be . stay mad . hoe .
1790	1	<MENTION_1> You're the exception , you weren't a rude lil cunt like some hoes. 🙃💕	stereotype	active	<mention > you are the exception , you were not a rude lil cunt like some hoes .
1791	1	Ur a cunt nd she’s a hoe, nuff said	discredit	active	ur a cunt nd shes a hoe , nuff said
1792	1	<MENTION_1> She is a fucking slut wtf cunt she deserves to fall in that river dumb hoe that shit is fucked cunt	discredit	active	<mention > she is a fucking slut what the fuck cunt she deserves to fall in that river dumb hoe that shit is fucked cunt
1793	1	<MENTION_1> <MENTION_2> That cunt ass hoe recording can get fox news’d 2	discredit	active	<mention > <mention > that cunt ass hoe recording can get fox newsd
1794	1	Hoe asss bitch what the fuck	discredit	active	hoe as bitch what the fuck
1795	1	Young bitch getter cuff ya hoe before I take ha	stereotype	active	young bitch getter cuff ya hoe before i take ha
1796	1	I don’t want no nigga wit a bitch or fucking multiple hoes I love my health	discredit	active	i dont want no nigga wit a bitch or fucking multiple hoes i love my health
1797	1	<MENTION_1> bitch ass hoe🙄	sexual_harassment	active	<mention > bitch ass hoe
1798	0	My sister it's #NoBraDay to raise cancer awareness not for you to hoe 😅	0	0	my sister it is to raise cancer awareness not for you to hoe
1799	0	I love my religious brothers and sisters, but <MENTION_1> FUCK YOU, YOU'RE NOT EVEN A REAL THEOCRAT YOU FAT USLESS BITCH.	0	0	i love my religious brothers and sisters , but <mention > fuck you , you are not even a real theocrat you fat usless bitch .
1800	0	<MENTION_1> Wait till you've got gin tomorrow you won't have it then cock	0	0	<mention > wait till you have got gin tomorrow you will not have it then cock
1801	0	There's interesting insight to uncover and understand if you want to go down that rabbit hole.	0	0	there is interesting insight to uncover and understand if you want to go down that rabbit hole .
1802	0	<MENTION_1> <MENTION_2> LOL... they didn't applaud a rape threat.. .how long are you going to ride that shit?	0	0	<mention > <mention > lol . they did not applaud a rape threat .. . how long are you going to ride that shit ?
1803	0	Hey ladies and men, rape, and sexual assault, etc of any sort is not acceptable in society. For those of you who commit these acts, pls die.	0	0	hey ladies and men , rape , and sexual assault , etc of any sort is not acceptable in society . for those of you who commit these acts , please die .
1804	0	We don't know about you , k.inne bare fan ho ap bh cricket k. <MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <URL>	0	0	we do not know about you , k.inne bare fan ho ap bh cricket k . <mention > <mention > <mention > <mention > <url>
1805	0	<MENTION_1> PS: so happy we kicked your ass off the continent in 1776. Can't imagine living in a socialist rat hole emulating 1984.	0	0	<mention > ps : so happy we kicked your ass off the continent in . cannot imagine living in a socialist rat hole emulating .
1806	0	<MENTION_1> Dont you mean killing Americans. You lowlife piece of garbage i hope you rot in hell you son of a bitch	0	0	<mention > dont you mean killing americans . you lowlife piece of garbage i hope you rot in hell you son of a bitch
1807	0	<MENTION_1> Trump, the only thing you worship is Putin’s dick and money.	0	0	<mention > trump , the only thing you worship is putins dick and money .
1808	0	how small a cock do you have to have to park sideways in the Tesco car park?? Flexing your Ford Focus lol	0	0	how small a cock do you have to have to park sideways in the tesco car park ? ? flexing your ford focus lol
1809	0	<MENTION_1> I don't want to blame the victim but this makes it difficult. Are you a ho just lookin for money or are you a victim looking for justice?	0	0	<mention > i do not want to blame the victim but this makes it difficult . are you a ho just lookin for money or are you a victim looking for justice ?
1810	0	<MENTION_1> you had a great chance to show everyone that you’re not a cunt on tv tonight and you fucked it up.	0	0	<mention > you had a great chance to show everyone that you are not a cunt on tv tonight and you fucked it up .
1811	0	<MENTION_1> Buy more RAM, girl :P	0	0	<mention > buy more ram , girl
1812	0	<MENTION_1> WHERE THE FUCK AM I U STUPID CUNT	0	0	<mention > where the fuck am i u stupid cunt
1813	0	PLAY MUSICAL CARS ALL YOU WANT...IM LIKE YOU...GOTTA KILL ME TO MAKE ME STOP...YOU HAVE NO DICK <URL>	0	0	play musical cars all you want.im like you.gotta kill me to make me stop.you have no dick <url>
1814	0	<MENTION_1> <MENTION_2> Bitch you don't talk about my fucking kids. My fucking kids eat better meals than you'll ever eat in your life, you see that?	0	0	<mention > <mention > bitch you do not talk about my fucking kids . my fucking kids eat better meals than you will ever eat in your life , you see that ?
1815	0	<MENTION_1> a bunch of people who can’t separate a character you play, from the real world, are moaning that you “glamourise rape”, ugh!	0	0	<mention > a bunch of people who cant separate a character you play , from the real world , are moaning that you glamourise rape , ugh !
1816	0	<MENTION_1> You are a dumb cunt twit! When people start dying you should be tried for murder you asshole	0	0	<mention > you are a dumb cunt twit ! when people start dying you should be tried for murder you asshole
1817	0	If you're fearful to go down rabbit hole, then those who spread oppression, have you right where they want you- 100% controlled. - #Cagsil	0	0	if you are fearful to go down rabbit hole , then those who spread oppression , have you right where they want you   % controlled .
1818	0	Silent about harassment? NOPE. Silent about sexual assault? NOPE. Silent about rape? FUCK NO. You can't shut me up on a GOOD day.	0	0	silent about harassment ? nope . silent about sexual assault ? nope . silent about rape ? fuck no . you cannot shut me up on a good day .
1819	0	<MENTION_1> U should be sucking and gagging on my cock Melissa and me Fucking that hot Booty and stunning sweet Pussy tonight Love 😚😚😚	0	0	<mention > u should be sucking and gagging on my cock melissa and me fucking that hot booty and stunning sweet pussy tonight love
1820	0	<MENTION_1> eats entire bags of dicks. Like, seriously. I've seen him eat an entire bag of disembodied cocks. He's a ravenous cunt m8	0	0	<mention > eats entire bags of dicks . like , seriously . i have seen him eat an entire bag of disembodied cocks . he is a ravenous cunt m
1821	0	<MENTION_1> Dick????😭😭.. Are you seriois now 😒	0	0	<mention > dick ? .. are you seriois now
1822	0	Someone asks you to catch a rare fish with like two days left in the season and it's like dude can you not be such a dick	0	0	someone asks you to catch a rare fish with like two days left in the season and it is like dude can you not be such a dick
1823	0	As a survivor of rape you have inspired me to be better and to do better. Thank you for all that you do for survivors. #WOCAffirmation	0	0	as a survivor of rape you have inspired me to be better and to do better . thank you for all that you do for survivors .
1824	0	<MENTION_1> 1) fuck you 2) i gotchu fam, lemme get my pimp hand ready😂	0	0	<mention >   fuck you   i gotchu fam , lemme get my pimp hand ready
1825	0	<MENTION_1> So you're saying you /don't/ like how my cock looks in these panties?	0	0	<mention > so you are saying you   do not   like how my cock looks in these panties ?
1826	0	<MENTION_1> Bottom line is you are a paid fake account coming to the support of a rape enabler. Pretty sick.	0	0	<mention > bottom line is you are a paid fake account coming to the support of a rape enabler . pretty sick .
1827	0	<MENTION_1> <MENTION_2> So you hate 'Ominous' as a hole because of this... seems legitimate and highly mature.	0	0	<mention > <mention > so you hate   ominous   as a hole because of this . seems legitimate and highly mature .
1828	0	The fuck is *proof* in a rape case?!? Like how do you want us to PROVE it. Fuck off.	0	0	the fuck is * proof * in a rape case ? ! ? like how do you want us to prove it . fuck off .
1830	0	<MENTION_1> And the only one digging a hole of ignorance is you... sad. I hope you are not teaching your child hate .. but I am sure you are	0	0	<mention > and the only one digging a hole of ignorance is you . sad . i hope you are not teaching your child hate .. but i am sure you are
1831	0	'Dick hair' sounds like 'take care.' If you're having a bad day, say 'dick hair' as you wave goodbye to annoying people. They won't know. 😁	0	0	would ick hair   sounds like   take care .   if you are having a bad day , say would ick hair   as you wave goodbye to annoying people . they will not know .
1832	0	<MENTION_1> Been digging the podcast. Always liked you as an actor. Keep doing your thing!! Viva Dick Ritchie!	0	0	<mention > been digging the podcast . always liked you as an actor . keep doing your thing ! ! viva dick ritchie !
1833	0	<MENTION_1> <MENTION_2> A man with 3 wives, 15 women accused him of assault, 13 yr old girl accused him of rape, makes speech about religion &; values. Funny! <URL>	0	0	<mention > <mention > a man with wives , women accused him of assault , yr old girl accused him of rape , makes speech about religion   values . funny ! <url>
1834	0	French MPs are demanding changes to the law on child rape after prosecutors ruled that an 11yr-old girl consented to sex with a man aged 28.	0	0	french mps are demanding changes to the law on child rape after prosecutors ruled that an yr old girl consented to sex with a man aged .
1835	0	ARE YOU FUCKING KIDDING ME? 49ERS GOING DOWN A SHIT HOLE <URL>	0	0	are you fucking kidding me ? ers going down a shit hole <url>
1836	0	<MENTION_1> Woow.. You can smoke cigaret and suke May Dick ...😉😊	0	0	<mention > woow .. you can smoke cigaret and suke may dick .
1837	0	<MENTION_1> I LOVE YOU SO MUCH CHIM 😘 WE LOVE YOU On ho or wat u r cuz THAT GIVE US INSPIRATIONS. WE TREASURE YOU AS HOW Y'ALL TREASURE ARMYs	0	0	<mention > i love you so much chim we love you on ho or wat u r cuz that give us inspirations . we treasure you as how y all treasure armys
1838	0	Ahhh my cousin's fetus doesn't have a dick and I want to rant about gender reveals but I've also been the youngest girl cousin for 29 years.	0	0	ah my cousin s fetus does not have a dick and i want to rant about gender reveals but i have also been the youngest girl cousin for years .
1839	0	<MENTION_1> Hey your awesome! We all make mistakes! If taken in context(your charater did that,) I do not believe you condone Rape.	0	0	<mention > hey your awesome ! we all make mistakes ! if taken in context   your charater did that ,   i do not believe you condone rape .
1840	0	<MENTION_1> <MENTION_2> A slightest sound are you joking! That horrendous heave and huffing and puffing down my ear hole	0	0	<mention > <mention > a slightest sound are you joking ! that horrendous heave and huffing and puffing down my ear hole
1841	0	Went from the last person I'd talk too, to the women I crave on the daily in all about 10 months. Life's really a bitch 🙂😂	0	0	went from the last person i would talk too , to the women i crave on the daily in all about months . life s really a bitch
1842	0	Hope you told him you will “stand” with efforts to dismantle Clinton library for his abuse and rape(s) of women. <URL>	0	0	hope you told him you will stand with efforts to dismantle clinton library for his abuse and rape   s   of women . <url>
1843	0	<MENTION_1> <MENTION_2> Yeah, you can get one free 600MB ram one.	0	0	<mention > <mention > yeah , you can get one free mb ram one .
1844	0	<MENTION_1> HAHAH thank you hoe-nah!! ((-:	0	0	<mention > hahah thank you hoe nah ! !    smile
1845	0	<MENTION_1> <MENTION_2> I have no sympathy you get everything you deserve for going to that shit hole l	0	0	<mention > <mention > i have no sympathy you get everything you deserve for going to that shit hole l
1846	0	<MENTION_1> I'll take you in. DM me NOW SLUT	0	0	<mention > i will take you in . dm me now slut
1847	0	Thank you to the <MENTION_1> and <PERSON_1> for their support in continuing to inspire students and promote #STEM renovation projects! <URL>	0	0	thank you to the <mention > and <person > for their support in continuing to inspire students and promote renovation projects ! <url>
1848	0	I look in her eyes, &; it's clear the girl ain't here. She's already in 1st class on the Mothership. Bitch! Gimme that damn Watchtower!	0	0	i look in her eyes ,   it is clear the girl have not here . she is already in st class on the mothership . bitch ! gimme that damn watchtower !
1849	0	Sometimes you gotta beat ya dick like it stole something	0	0	sometimes you gotta beat ya dick like it stole something
1850	0	Niggas think their dick is big when they put it in and you gasp.... first of all I've been holding my breath cause your breath stank	0	0	niggas think their dick is big when they put it in and you gasp . first of all i have been holding my breath cause your breath stank
1851	0	lmao you guys i remember when someone hacked my twitter, called me a whore and shit and tried to say it wasn’t them.	0	0	lmao you guys i remember when someone hacked my twitter , called me a whore and shit and tried to say it wasnt them .
1852	0	It's #Trumpianity. Rape, pillage, and steal but as long as you say #MerryChristmas it's ok. <URL>	0	0	it is . rape , pillage , and steal but as long as you say it is ok . <url>
1853	0	<MENTION_1> What do you mean by that you cunt? My English is perfect! 😊	0	0	<mention > what do you mean by that you cunt ? my english is perfect !
1854	0	<MENTION_1> Where's a massive sink hole when you need one?	0	0	<mention > where is a massive sink hole when you need one ?
1855	0	<MENTION_1> Julian, you are currently hiding in a cupboard to avoid a rape allegation or two....	0	0	<mention > julian , you are currently hiding in a cupboard to avoid a rape allegation or two .
1856	0	If you think I fuck with that hoe then you a fool	0	0	if you think i fuck with that hoe then you a fool
1857	0	<MENTION_1> just started #TheOrville, glad you got the bro dick jokes out the way early because it has become the series we need. Bravo	0	0	<mention > just started , glad you got the bro dick jokes out the way early because it has become the series we need . bravo
1858	0	A 17 year old girl gets raped 3 times in one walk home by 5-6 different men and people will still claim rape cases are outliers?	0	0	a year old girl gets raped times in one walk home by   different men and people will still claim rape cases are outliers ?
1859	0	<MENTION_1> [ ho~ you doubt me?	0	0	<mention > [ ho ~ you doubt me ?
1860	0	Well Sarah, do you as a human not think the people that shielded the rape of children should be outed? #FFArdFheis17 <URL>	0	0	well sarah , do you as a human not think the people that shielded the rape of children should be outed ? <url>
1861	0	don't watch me you better just watch yo nigga ho	0	0	do not watch me you better just watch yo nigga ho
1862	0	When Hollywood powerhouses accuse you of rape, you have a problem. When you help make them powerhouses, you became the problem!	0	0	when hollywood powerhouses accuse you of rape , you have a problem . when you help make them powerhouses , you became the problem !
1863	0	Don’t be a dick when you rate businesses. 5 stars always for good work; 4 is bad; 3 is very bad; 2 is abysmally bad; 1 star is Satan.	0	0	dont be a dick when you rate businesses . stars always for good work   is bad   is very bad   is abysmally bad   star is satan .
1864	0	If they're not harassing or assaulting you they're calling you stupid, crazy, irrational, over emotional.	0	0	if they are not harassing or assaulting you they are calling you stupid , crazy , irrational , over emotional .
1865	0	The woman who accused Nelly of rape is refusing to testify, and wants the whole matter dropped… <URL>	0	0	the woman who accused nelly of rape is refusing to testify , and wants the whole matter dropped <url>
1866	0	That moment when you wanna go crawl in a hole and stay down there forever #rightnow #FridayThe13th #curbsarenotmyfriend	0	0	that moment when you wanna go crawl in a hole and stay down there forever
1867	0	If you don’t vote on my instagram story..... u a hoe.	0	0	if you dont vote on my instagram story . u a hoe .
1868	0	<MENTION_1> so you admit to actin like a hoe? 💀	0	0	<mention > so you admit to actin like a hoe ?
1869	0	Like I'm so glad you guys are standing with skales against that boy with the gutter mouth and pot hole face .	0	0	like I am so glad you guys are standing with skales against that boy with the gutter mouth and pot hole face .
1870	0	*When you claim Re:Zero in a RP but have already accidentally killed Felt, Rem,and Ram off.*	0	0	* when you claim re : zero in a rp but have already accidentally killed felt , rem , and ram off . *
1871	0	<MENTION_1> sweetie, how the hell can you take “oh my god that’s a DICK?!?!?!?!” Style monologue	0	0	<mention > sweetie , how the hell can you take oh my god thats a dick ? ! style monologue
1872	0	If you got a tattoo today you a hoe	0	0	if you got a tattoo today you a hoe
1873	0	Cuffing is not DEAD If everybody stop being a hoe then you can cuff 🤷🏾‍♂️😅 But nahh being fuck Buddies in style at #myasu <URL>	0	0	cuffing is not dead if everybody stop being a hoe then you can cuff but nahh being fuck buddies in style at <url>
1874	0	So if your reading this and I know you are .. STOP HITTING ME UP YO DICK LIDDO AND NOW THE WORLD KNOWS 😭🤦🏽‍♀️	0	0	so if your reading this and i know you are .. stop hitting me up yo dick liddo and now the world knows
1875	0	Lessons consensual #sex for Mr #Weinstein &; others - you mislead, coerce and force yourself on #women - guess what it is #assault and #rape?	0	0	lessons consensual for mr   others   you mislead , coerce and force yourself on   guess what it is and ?
1876	0	<MENTION_1> You a lie and your barber a hoe too nigga your line up looking like a serrated knife	0	0	<mention > you a lie and your barber a hoe too nigga your line up looking like a serrated knife
1877	0	raevin if you see pink and white you smoking dick <URL>	0	0	raevin if you see pink and white you smoking dick <url>
1878	0	Ho, ho, ho It's magic, you know Never believe it's not so It's magic, you know Never believe, it's not so <URL>	0	0	ho , ho , ho it is magic , you know never believe it is not so it is magic , you know never believe , it is not so <url>
1879	0	What would you do if namjoon sneaks into your room at night and yells 'HERE COMES MONSTER DICK BITCH!!'	0	0	what would you do if namjoon sneaks into your room at night and yells   here comes monster dick bitch ! !
1880	0	All the experts predicting the dodgers will win. Eat a dick.. not that I don't support and love them, but you always jinx them	0	0	all the experts predicting the dodgers will win . eat a dick .. not that i do not support and love them , but you always jinx them
1881	0	<MENTION_1> Yeah, you would probably want to do that, as most mobos don’t default to using the highest ram frequency supported.	0	0	<mention > yeah , you would probably want to do that , as most mobos dont default to using the highest ram frequency supported .
1882	0	<MENTION_1> I was banned from your chat because I said that cunt was a disrespectful term and I knew why you said it but it still stung.	0	0	<mention > i was banned from your chat because i said that cunt was a disrespectful term and i knew why you said it but it still stung .
1883	0	<MENTION_1> <MENTION_2> Well answer the question?!?! Did you get a dick?	0	0	<mention > <mention > well answer the question ? ! ? ! did you get a dick ?
1884	0	That was it when Dick Rickles; ? You all want do w/ 248 Mtn Shrod?	0	0	that was it when dick rickles   ? you all want do w   mtn shrod ?
1885	0	If you are unwilling to help victims &; or survivors of rape &; domestic violence by speaking out then you have no place as our advocate. 💜	0	0	if you are unwilling to help victims   or survivors of rape   domestic violence by speaking out then you have no place as our advocate .
1886	0	It’s hard seeing someone you loved so much move on. But just remind yourself you are wonderful and he has a small dick.	0	0	its hard seeing someone you loved so much move on . but just remind yourself you are wonderful and he has a small dick .
1887	0	<MENTION_1> Do you know anything about the hole in antarctica or is that fake🤔🤔🤔	0	0	<mention > do you know anything about the hole in antarctica or is that fake
1888	0	<MENTION_1> Thank you woody. I'm going to retweet this in the hopes that this will get back a-hole.	0	0	<mention > thank you woody . I am going to retweet this in the hopes that this will get back a hole .
1889	0	Tbh if you do something that will make me look dumb tonight I deserve it tbh I’ve been a asshole to you and I’ll just a dick 😔💔🙇🏽	0	0	tbh if you do something that will make me look dumb tonight i deserve it tbh ive been a asshole to you and ill just a dick
1890	0	FUCK YOU HARVEY WEINSTEIN! Anyone who has suffered from rape and I mean all. Lock him up. I stayed silent for 24 hours. Going sue me HW?	0	0	fuck you harvey weinstein ! anyone who has suffered from rape and i mean all . lock him up . i stayed silent for hours . going sue me hw ?
1891	0	<MENTION_1> What a dick you are, do you think Westminster is doing a good job for the uk?	0	0	<mention > what a dick you are , do you think westminster is doing a good job for the uk ?
1892	0	<MENTION_1> man we’re Bros from another crack hoe. I run my trailer park in bama, you run the CPT	0	0	<mention > man were bros from another crack hoe . i run my trailer park in bama , you run the cpt
1893	0	Pregnancy, Periods, Breast Cancer, Being Walked On, Rape, Harassment, Abuse...Females Go Through A Lot. WOMEN ARE STRONG ♥	0	0	pregnancy , periods , breast cancer , being walked on , rape , harassment , abuse.females go through a lot . women are strong
1894	0	Dudes, We love all the RTs/Likes &; enjoy a few comments here/there. But cock pix &; writing novels under our pix/vids gets you blocked! 😠	0	0	dudes , we love all the rts   likes   enjoy a few comments here   there . but cock pix   writing novels under our pix   vids gets you blocked !
1895	0	Cat: 'Miaow-miaow-miaow!' Me: 'Aaaawwww...' Cat: 'FEED ME, YOU USELESS FAT BASTARD! FOOD! IN FOOD-HOLE! NOW!' #BloodyCat	0	0	cat :   miaow miaow miaow !   me :   a .   cat :   feed me , you useless fat bastard ! food ! in food hole ! now !
1896	0	Jodie Foster: Hollywood Execs Tried To Rape Me When I Was A Girl <URL>	0	0	jodie foster : hollywood execs tried to rape me when i was a girl <url>
1897	0	Sounds like you are a mysogenistic dick weasel to me Aaron. When you call mysogenists dick weasels you always feel better <URL>	0	0	sounds like you are a mysogenistic dick weasel to me aaron . when you call mysogenists dick weasels you always feel better <url>
1898	0	<MENTION_1> If you take dick off of the pizza you're erasing my history and heritage	0	0	<mention > if you take dick off of the pizza you are erasing my history and heritage
1899	0	You hear a story about a case of a rapist and all your stupid self had to say was that it's a one sided story? A rape case????	0	0	you hear a story about a case of a rapist and all your stupid self had to say was that it is a one sided story ? a rape case ?
1900	0	There I finally gave you a reason to hate me ya cunt	0	0	there i finally gave you a reason to hate me ya cunt
1901	0	A woman who accused US rapper Nelly of rape has asked the police to stop their investigation	0	0	a woman who accused us rapper nelly of rape has asked the police to stop their investigation
1902	0	<MENTION_1> they give you a gun USE THE GUN TO SPOOK THE SPOOKERS WITH LEAD TO THE DICK	0	0	<mention > they give you a gun use the gun to spook the spookers with lead to the dick
1903	0	<MENTION_1> Sometimes you can be a dick. #allin	0	0	<mention > sometimes you can be a dick .
1904	0	If someone got body and dick..... but not the face.... would you dub them?	0	0	if someone got body and dick . but not the face . would you dub them ?
1905	0	<MENTION_1> Many more are talking about impeachment. Many, Many more. In case you forgot. Collusion, rape, obstruction of justice, profiteering. Losing.	0	0	<mention > many more are talking about impeachment . many , many more . in case you forgot . collusion , rape , obstruction of justice , profiteering . losing .
1906	0	#KickThemInTheBallsCampaign against rape. I #StandWithWomen. I'm not a violent person but If someone attacks you defend yourself. Rape &;	0	0	against rape . i . I am not a violent person but if someone attacks you defend yourself . rape
1907	0	Hole in one and you deserve for it.Congrats <URL>	0	0	hole in one and you deserve for it.congrats <url>
1908	0	<MENTION_1> I’m tryna fucking get like you hoe	0	0	<mention > im tryna fucking get like you hoe
1909	0	not jacking off to hentai mind you my cock been dead for days but busy reading!	0	0	not jacking off to hentai mind you my cock been dead for days but busy reading !
1910	0	Sooo <MENTION_1> you ain't get my text message hoe? 🤔	0	0	so <mention > you have not get my text message hoe ?
1911	0	Perfect breakfast to start your weekend, ho yummy! Topped with some Green Savi Hot Pepper sauce! What do you have for breakfast? 🌶 <URL>	0	0	perfect breakfast to start your weekend , ho yummy ! topped with some green savi hot pepper sauce ! what do you have for breakfast ? <url>
1912	0	<MENTION_1> Cornhole is the Southern name for a game where you throw beanbags at a panel with a hole in it.	0	0	<mention > cornhole is the southern name for a game where you throw beanbags at a panel with a hole in it .
1913	0	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> You cunt, compare 25 million that rubius have versus the 5 million that David have	0	0	<mention > <mention > <mention > <mention > you cunt , compare million that rubius have versus the million that david have
1914	0	<MENTION_1> im going to call you an old cunt everyday from today	0	0	<mention > im going to call you an old cunt everyday from today
1915	0	Just so you know, I'm a righteous Dick Cheney Impersonator, which is not like a thing or anything.	0	0	just so you know , I am a righteous dick cheney impersonator , which is not like a thing or anything .
1916	0	<MENTION_1> <MENTION_2> Basically you don't care about rape or victims. You just hate Trump and someone told you to boycott twitter because of Weinstein I get it.	0	0	<mention > <mention > basically you do not care about rape or victims . you just hate trump and someone told you to boycott twitter because of weinstein i get it .
1917	0	<MENTION_1> I’ll report you for touching dogs dick	0	0	<mention > ill report you for touching dogs dick
1918	0	Just played: I Know I'll See You - A Place to Bury Strangers - A Place to Bury Strangers(Killer Pimp)	0	0	just played : i know i will see you   a place to bury strangers   a place to bury strangers   killer pimp
1919	0	Ho you voted for this <MENTION_1> <URL>	0	0	ho you voted for this <mention > <url>
1920	0	<MENTION_1> <MENTION_2> Go back to your hole you fucking roach.	0	0	<mention > <mention > go back to your hole you fucking roach .
1921	0	Just cause I wear flowy shorts and start to get drunk does NOT give you the right to rape me and it never will	0	0	just cause i wear flowy shorts and start to get drunk does not give you the right to rape me and it never will
1922	0	Pizza shops owner and 3 workers gang rape lost girl who asked them for directions <URL>	0	0	pizza shops owner and workers gang rape lost girl who asked them for directions <url>
1923	0	<MENTION_1> <MENTION_2> Stupid as, it dosent make the mullas angry, the hole nation is angry	0	0	<mention > <mention > stupid as , it dosent make the mullas angry , the hole nation is angry
1924	0	<MENTION_1> U suspend acct of rape victim, but not some one who promises 'Hell&Fury the planet has never seen' = #NuclearWar. You are a #HYPOCRITE	0	0	<mention > u suspend acct of rape victim , but not some one who promises   hellfury the planet has never seen   = . you are a
1925	0	<MENTION_1> <MENTION_2> I hope you love monster cock	0	0	<mention > <mention > i hope you love monster cock
1926	0	If you stand with rape survivors against rape, then stand up and practice what you preach. #womentakeovertwitter	0	0	if you stand with rape survivors against rape , then stand up and practice what you preach .
1927	0	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> Cunt your 16 dont act like you arnt lol go to bed before i knock your block off	0	0	<mention > <mention > <mention > <mention > cunt your dont act like you arnt lol go to bed before i knock your block off
1928	0	<MENTION_1> Are you using many added assets/buildings/props or just mostly mods? My 16gb of ram gets chewed up currently by it	0	0	<mention > are you using many added assets   buildings   props or just mostly mods ? my gb of ram gets chewed up currently by it
1929	0	Shit the dick make you smoke lmao	0	0	shit the dick make you smoke lmao
1930	0	Tell you one thing-- I've seen more'n enough dick and balls tonight to last me a lifetime.	0	0	tell you one thing     i have seen more n enough dick and balls tonight to last me a lifetime .
1931	0	Fulfill all your entertainment needs! The 3GB RAM of Huawei Y7 Prime allows you run more apps at once. #HuaweiMobileNepal #HuaweiY7Prime <URL>	0	0	fulfill all your entertainment needs ! the gb ram of huawei y prime allows you run more apps at once . <url>
1932	0	JIN SAYS 'VOTE US ON MWAVE YOU HOE' :) <URL>	0	0	jin says   vote us on mwave you hoe   <url>
1933	0	<MENTION_1> I prefer animation like LT myself but, if you ever do watch RAM, I suggest watching the first 2 seasons &; skip the lamer 3rd season.	0	0	<mention > i prefer animation like lt myself but , if you ever do watch ram , i suggest watching the first seasons   skip the lamer rd season .
1934	0	Bri: you put in the hole- Me: *starts laughing like a child* Bri: *starts laughing* whoops	0	0	bri : you put in the hole   me : * starts laughing like a child * bri : * starts laughing * whoops
1935	0	<MENTION_1> Do you take some else's help? Or just ram into somebody?	0	0	<mention > do you take some else s help ? or just ram into somebody ?
1936	0	Society always tryna make you believe you gotta be a hoe to have fun. Fuck that shit	0	0	society always tryna make you believe you gotta be a hoe to have fun . fuck that shit
1938	0	<MENTION_1> Brittany is a beautiful woman and not a hee hoe I'm gonna love her forever	0	0	<mention > brittany is a beautiful woman and not a hee hoe I am gonna love her forever
